 # time, reference force, force, performance bound, error, transformed error, transformed derivative, output velocity 
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
0.000000	7.000000	-0.000000	8.999500	-7.000000	-1.253013	0.642982	0.000004
